"source_export","date_filter","date_start","date_end","page","clicks","impressions","ctr_percent","position","position_6_12","legacy_html"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/dr12-afir","7","471","1.49","8.37","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/gal-afir","0","343","0","6.05","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/investitii-modernizarea-microintreprinderilor-apel-2","9","341","2.64","6.9","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/dr14","3","213","1.41","8.49","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/e-move","7","158","4.43","7.71","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/","2","146","1.37","19.2","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/acte-necesare-fonduri-europene-nerambursabile","2","141","1.42","7.22","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fondul-modernizare-energie-regenerabila-2026","0","125","0","7.18","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-nerambursabile","0","106","0","41.49","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/cod-caen-start-up-nation-2026","0","105","0","6.02","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/start-up-nation-2026","1","98","1.02","9.2","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/dr-14-afir-conditii-eligibilitate-greseli-frecvente","1","97","1.03","12.19","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/pro-infra","2","93","2.15","17.53","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/femeia-antreprenor-2026-conditii-idei-afaceri","3","76","3.95","18.42","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/pnrr-digitalizare-imm-cheltuieli-eligibile","2","76","2.63","12.49","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/por-adr-nord-est","1","64","1.56","7.38","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-europene-agricultura","0","57","0","36.3","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/digitalizare-imm","0","43","0","58.58","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/start-up-nation-2026-conditii","1","41","2.44","10.85","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/start-up-nation-2026-idei-afaceri","1","41","2.44","18.05","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","http://atelierdeconsultanta.ro/","0","40","0","6.85","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/afir","0","39","0","14.62","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/granturi-digitalizare-imm","0","36","0","5.86","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/afir-autoconsum-agroalimentar","1","35","2.86","13.26","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/start-up-nation-2026-cheltuieli-eligibile","2","29","6.9","9.41","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/cum-se-calculeaza-cofinantarea-fonduri-europene","0","28","0","12.07","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/verificare-eligibilitate-fonduri-europene","0","28","0","9.04","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/dr12-vs-dr14","0","27","0","32.04","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026","0","25","0","6.56","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/dr-12-afir-instalarea-tinerilor-fermieri","0","24","0","22.83","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-europene-imm","0","24","0","6.12","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/pnrr","0","22","0","6.36","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-europene-nerambursabile-2026","0","18","0","12.61","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/ce-acte-sunt-necesare-fonduri-europene","0","16","0","5.5","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/cat-costa-consultanta-fonduri-europene","1","15","6.67","7.07","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/cheltuieli-eligibile-digitalizare-imm","0","12","0","12.25","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/consultanta-fonduri-europene","0","12","0","10.08","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/cum-se-verifica-eligibilitatea-fonduri-europene","0","11","0","11.73","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/digitalizare-imm-erp-crm-cloud","0","11","0","19.36","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/dr14-afir-ferme-mici","0","11","0","27.82","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fondul-de-modernizare","0","11","0","39.73","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/blog-afir-fotovoltaice-ferme-2026","0","10","0","9.2","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/consultanta-fonduri-europene-bucuresti","0","10","0","6.9","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/despre-faber","0","10","0","10.2","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-pentru-utilaje-agricole","0","10","0","4.4","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/cand-merita-consultant-fonduri-europene","0","8","0","12.38","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/gdpr","0","8","0","71.12","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/surse-oficiale-fonduri-europene","1","8","12.5","6.88","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/glosar-fonduri-europene","1","7","14.29","7.29","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/programul-tranzitie-justa-intrebari-documente","0","7","0","8.43","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/idei-afaceri-fonduri-europene","0","6","0","17.5","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/autoconsum-public-fotovoltaice-institutii-publice","0","5","0","8","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-europene-caen/4321-instalatii-electrice","2","5","40","3.2","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/ghiduri","0","5","0","13.6","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/greseli-fonduri-europene","0","5","0","4.6","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/intrebari/cum-se-calculeaza-cofinantarea-la-fonduri-europene","1","5","20","7.4","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/studii-de-caz-fonduri-europene","0","5","0","14.6","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/termeni-si-conditii","0","5","0","1.8","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/blog","0","4","0","16.25","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/cat-costa-consultanta-fonduri-europene-ghid","0","4","0","7.5","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/consultanta-pnrr-digitalizare","0","4","0","7.25","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/cum-alegi-programul-potrivit-fonduri-europene-2026","0","4","0","7.25","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-europene-femei-antreprenor","0","4","0","6.5","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-europene-nord-est","0","4","0","8.75","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/resurse","0","4","0","8","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/testimoniale","0","4","0","5.5","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/apeluri-gal","0","3","0","13","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/cum-alegi-consultant-fonduri-europene","0","3","0","3.33","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/eligibilitate-fonduri-europene","0","3","0","7.33","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-europene","0","3","0","24.33","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-europene-bucuresti","0","3","0","22.33","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-europene-caen/6201-dezvoltare-software","0","3","0","7.67","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-europene-digitalizare","0","3","0","8.67","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/start-up-nation-2026-plan-de-afaceri","0","3","0","7.33","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/consultanta-afir","0","2","0","5.5","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/consultant-fonduri-europene-imm","0","2","0","10.5","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/contact","0","2","0","5.5","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fonduri-europene-caen/0111-culturi-cereale","0","2","0","3","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/intrebari-frecvente","0","2","0","5.5","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/politica-de-confidentialitate","0","2","0","2","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/studii-de-caz","1","2","50","7.5","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/dr12-afir-tineri-fermieri","0","1","0","11","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/finantari-panouri-fotovoltaice","0","1","0","4","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/firma-consultanta-fonduri-europene","0","1","0","10","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/fondul-de-modernizare-finantari-energie-fotovoltaice-autoconsum","0","1","0","37","false","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/instrumente","0","1","0","10","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/startup-nation-2026-conditii","0","1","0","6","true","false"
"atelierdeconsultanta.ro-Performance-on-Search-2026-07-12 (1).zip","Last 28 days","2026-06-13","2026-07-10","https://atelierdeconsultanta.ro/webinarii","0","1","0","10","true","false"
